age,salary_income,business_receipts,interest_from_deposit,dividend_income,mutual_fund_investments,sale_of_property,purchase_of_property,annual_credit_card_payments,annual_emi_payments,total_outflow_ratio,liquidity_ratio,will_fall_in_debt
47,100982.35739186144,0.0,75248.83479022032,20558.077928642266,259046.93134602005,0.0,0.0,21168.23327288603,89993.96661040494,0.564876504416329,1.8032082778545104,0
62,5915583.239098786,0.0,45621.62190081832,2835.988062370361,33088.06094485355,0.0,0.0,929589.5079790642,2661144.03577375,0.6020637739685822,0.0136728871077368,1
48,1836662.7734699568,91615.26121880826,155489.35766915313,156217.5733940142,268938.1636851429,6144789.072238296,0.0,126354.18631320783,637878.6072218287,0.3411774918324071,0.2592181842324158,1
36,3061063.0807591006,0.0,244252.80114062596,35647.31549117385,543280.7940162626,0.0,0.0,357060.34447123704,1499554.566981817,0.5557123039220122,0.2463902221074141,1
35,260377.17816905846,0.0,139965.03086061485,66016.18450714389,222459.1123916656,0.0,0.0,64575.94299334241,141211.0962266415,0.44126277302858247,0.9186913219656221,1
64,3879829.4530737665,0.0,129189.1354650827,36004.292121315964,58402.45543120913,0.0,0.0,274119.9388258016,246320.5672679449,0.1286619118819166,0.05527677700165171,0
23,184696.94143472266,499759.6259082535,21380.02971431783,73526.61597222644,178376.27435476735,0.0,0.0,284252.23310244124,259300.99316897403,0.6974315951184517,0.35064853565576837,1
57,853773.386441544,512148.0733156627,179568.5216486442,38188.18390784281,97728.91874844534,3338846.835425831,14977069.367036603,5693.499267517177,412846.4943339586,0.2642833237744665,0.19921056689688865,1
27,2124202.020686543,911561.3145935234,4154.710641396336,60456.751998361084,133764.67241730052,0.0,28695464.557260267,272725.10141746566,392301.7755608438,0.21449879637962108,0.0639845450961645,1
41,516576.516390288,0.0,141618.25009152887,57727.55448727802,76471.1584990447,0.0,0.0,19351.65065620371,476528.48338103626,0.6926441973785712,0.3852604811147898,1
29,663704.4953614884,729456.4189217079,23682.42498360474,38131.61224603271,121899.73285107705,0.0,0.0,332239.0273746159,599996.0997460721,0.6407220175367035,0.12626584644900501,1
59,164613.7920736326,0.0,66798.88617631336,13106.37613345165,517283.4982945538,0.0,0.0,17926.197294881185,68127.67248537912,0.3519297016241102,2.4422894969095292,0
38,157391.05701485058,0.0,118821.08361473028,11903.20156384437,425281.2279830687,0.0,0.0,12494.781830340813,81802.72403812026,0.32728968148969145,1.9297951269573328,0
24,1159738.1048680188,0.0,142328.3763878359,103694.89285724139,202320.66044240497,0.0,0.0,175388.1090762644,386995.24316288694,0.40005577229505973,0.3189329419706123,1
45,1350683.396433152,0.0,219000.61636315015,6430.694176928446,457669.46018074604,15114077.628167665,0.0,76988.53774652809,753063.1976640738,0.5266439080190576,0.4334077553434513,0
34,1802490.857818539,0.0,33211.076369977476,40962.93349755652,1113523.8832672103,4296401.708432594,0.0,228398.78843879493,571881.859560085,0.4264374717837358,0.6328765890537427,1
29,976161.6628006541,588779.0972327447,25401.552829169694,34911.50622576358,156335.77988317504,0.0,0.0,167915.8271637371,775051.8265735691,0.5801968052408255,0.13330145918880273,1
46,1245334.3578678318,0.0,558498.8583370434,80073.50967399764,1173414.8279693497,0.0,0.0,174631.01056262423,720545.8730554741,0.4751702386062906,0.9618237512854139,0
22,16331.354077493763,0.0,23263.617501916968,7273.990597938868,84671.53459170587,0.0,0.0,2304.300725823798,10261.529521761458,0.2680998589253785,2.458059220436873,0
40,212329.11710814977,0.0,109506.08427036168,58125.26325407048,927262.3400525647,0.0,11930735.044724604,6989.070695247613,204298.37894291827,0.5560759953446286,2.8815913967374183,0
48,5032846.674616706,0.0,305219.0280359427,46551.33085025612,599488.5335653933,0.0,25303411.582928408,824174.6951443455,2492036.605226822,0.6158675099585185,0.17666227883443036,1
27,94843.41548211468,0.0,226872.47496386757,60398.458387583654,66617.35207262202,0.0,0.0,53514.918225425645,20661.09674470124,0.19411943329822895,0.9261294698167509,0
64,1362785.5555797515,1604106.0406280188,58566.31086137014,48540.73624429565,129162.65414203673,0.0,0.0,218968.29684449566,810188.0073142888,0.33479389185922814,0.07686067946092198,0
28,232422.04428816354,2761684.7444025497,101495.61296954686,41339.34442826337,369219.3773279637,0.0,0.0,664572.7334315897,1075104.4307718526,0.554577276353755,0.1632335608816126,1
55,1513577.3746114701,2582585.163088576,75310.16284608057,130366.087631797,63817.31218686718,0.0,0.0,1022726.8334432734,514797.72128307266,0.3574109289127144,0.06264611792502174,0
34,1468971.443027771,1749168.177675554,42565.08509528173,21435.988331886012,267996.85744710866,0.0,0.0,805133.2455006205,1111937.5449026187,0.58409141623336,0.1011528330626291,1
37,320199.6146261319,0.0,15597.813317115719,10209.198443897529,229590.95491696266,0.0,0.0,50579.499950261175,61407.85665261997,0.32365574647068446,0.738128142852589,0
56,377052.0566667408,1957296.913040288,162655.47262076664,79336.41909246049,103540.0052320718,0.0,0.0,417131.94340519607,864117.6733384302,0.4973135110405394,0.13411725443719572,1
60,1276255.7813322968,0.0,9479.616843278376,6945.374509509115,107231.18736016129,0.0,0.0,185803.22037690488,673949.2989515064,0.6650921653691942,0.09565863875074007,1
24,593324.8547322566,0.0,94065.3563574104,56928.391037333924,217892.24937422673,0.0,0.0,38656.99076306918,49590.096134625484,0.11856074547212764,0.4956016148369948,0
22,259621.95700621983,0.0,90231.18249352256,39876.54224642186,106937.9479667386,0.0,0.0,43162.255073543216,96351.81134848954,0.3579755789227284,0.6082294358879176,0
26,1578688.1827585506,0.0,40770.412067531244,64.20937226119383,59628.477396084694,0.0,0.0,137838.9827782045,705254.5471764946,0.520581128705315,0.062032492869474015,1
62,200892.3758757445,0.0,14549.82044360619,13712.78060476791,445316.00220007554,0.0,2338423.1324812667,48016.42669822009,43991.91582544963,0.4015096780745843,2.0666212140967537,0
24,2322564.577830847,0.0,160762.5193056023,34249.41860995741,261511.10020374932,12681783.975097356,0.0,208484.646352568,1291836.3187749968,0.5959383398301253,0.18133425297292582,1
49,867510.2716564458,0.0,61975.623076606804,20002.608719689757,172681.80720470837,0.0,0.0,190278.66444477663,129557.23572536751,0.33685038013278357,0.26820732411991305,0
38,134057.59786060386,791159.6837747397,129197.70066506746,27834.03536977653,59992.062644748155,0.0,0.0,63173.70441121023,183810.55816222052,0.22821368310543055,0.20053018723602326,0
46,1421287.9068732755,0.0,1662.3205114198995,45973.54391578137,270690.8149017615,0.0,0.0,82593.85740210657,334168.0355162409,0.28371901751604167,0.21670727156921724,1
64,878672.4311407199,0.0,7742.456596635096,65619.77485356378,297148.01195380575,12424109.793143246,0.0,319103.06971241575,228971.1138672764,0.5756866104029496,0.3891768533078677,1
54,424684.6673077651,4237083.958501202,19339.991728086574,8197.023746150953,196036.98554764106,0.0,0.0,136232.51425210747,728415.704568912,0.1843872207479298,0.047677411209069216,0
30,658938.0357301309,0.0,12085.559551199907,16627.872158982183,139917.9644843641,0.0,0.0,56293.237863607326,80348.9164637353,0.19870815680480772,0.2452276464916242,0
56,425163.72834165435,2877193.4399868036,21283.037907036924,50597.4901603722,605778.9006449324,0.0,0.0,48557.50434395129,182024.75469118616,0.0683360840125003,0.20083328112980606,0
34,366242.93122702005,4559387.20937428,115991.78598444238,44390.1039581595,366040.6227472805,0.0,0.0,581034.0380509315,2805926.1236616233,0.6659361942984151,0.1035039646041934,1
51,214390.0553288328,0.0,4813.730346716295,66751.2062010183,132096.83660179944,0.0,5304633.058186475,6032.1396802647205,125871.48756963728,0.46127247197826887,0.7122136934883478,0
35,540744.1465687981,0.0,3860.11417186402,51153.43571210736,269749.3055216642,0.0,0.0,204220.10018851128,117041.01594142932,0.539247044219034,0.5451248254357327,1
28,346799.05750903714,0.0,3216.385801285435,20035.1131781175,79866.65171052575,0.0,0.0,25016.36148028571,65407.119688645675,0.2443537382385151,0.27865887572114556,1
34,1380270.080264434,0.0,119616.70969720221,34581.00038108705,3460.876011400349,3209855.588163032,0.0,352791.23966489837,177095.76638043716,0.34532276536363143,0.10274473295379087,1
43,1381947.6982066897,0.0,76816.27357553026,108029.01117723182,609417.9056661752,0.0,3997377.6456214665,429180.05052494665,1225054.184929648,1.0558083918154835,0.5069353080605318,1
60,836201.346385367,0.0,46242.03140703487,10295.26078229095,512593.59881703166,0.0,23701347.39246662,75427.02731870249,176737.1553186551,0.2824610577838253,0.6375104973662935,1
41,1805793.6624766986,0.0,112580.23346876218,23639.960028468184,305998.44930237316,0.0,4381826.788903527,386817.3224750379,329987.3569466344,0.36910360248618784,0.2277112563991324,1
36,2209187.9520781804,0.0,80654.94384091982,92172.26334598276,500300.7218271787,0.0,0.0,416391.3458576983,386919.8245439718,0.3372400171498053,0.28258747380696175,0
38,1040333.6022208682,0.0,736.1872784943099,22643.10701304359,455362.1615541195,0.0,19937494.526775192,312463.4620455546,285809.8194982144,0.5624381551329966,0.4500659974597538,1
44,1157742.890231859,2059474.3305579347,182355.82021076765,26570.564416422694,590383.4247208339,0.0,0.0,548741.5771048217,884656.7819986233,0.418370653952299,0.23329716092083716,1
46,399024.39528498345,0.0,43106.66227817074,19226.01282748454,667309.7454115087,0.0,0.0,52270.69787864317,88996.1945823523,0.30619794369562603,1.5815100403453763,0
45,2703059.9958096594,50961.35010632498,51009.466303120134,114892.57945535627,512451.5363662961,0.0,0.0,370613.13293380424,797565.6535782352,0.4000715874160478,0.23231888608450016,1
61,29404.591133741767,0.0,152459.11701438474,54434.27174021844,572653.9646463002,0.0,0.0,24573.564895569547,60909.03020685542,0.36175609028366035,3.2989873835648886,0
49,514362.2125498159,147147.70790759157,20713.58801381908,11708.893432325389,208963.36084689485,0.0,0.0,60457.25647082361,338773.99102055805,0.5753163724303184,0.34785159733035725,1
35,1535299.8177242451,0.0,1012.2919744777097,69241.61340531531,369308.0832679724,0.0,0.0,206313.6862901984,691224.5175962273,0.5590206244426253,0.27377577501560024,1
21,100174.68815179342,0.0,239512.0916914145,1963.8465366205342,121600.52557666373,0.0,0.0,53739.33419601805,26875.83252906128,0.23595721635891195,1.062709601742248,0
45,242788.4466785404,0.0,70416.41562711177,25242.881991377104,592269.1603292816,0.0,0.0,23959.711372024572,34951.979634556796,0.17406384866028432,2.032592732399181,0
27,1067829.009436052,0.0,43005.56884323146,120269.53107260927,586828.8917525256,0.0,0.0,124194.5713959907,440408.6961203273,0.45861499820559565,0.6092932162902431,1
29,985159.4029630761,0.0,170951.01005310033,58524.556371914936,20529.4198534392,0.0,0.0,102627.9192394746,134601.2466344492,0.195308859487699,0.20582708941544176,0
44,1611552.2183070225,0.0,2664.6806809810105,78774.95356596733,127862.56327867928,0.0,0.0,138023.6937230856,578963.684463564,0.42350289731290686,0.1236285181061952,1
21,2009492.8270714942,0.0,22601.118547296453,133911.31440515185,56421.54649646059,12919803.665873313,18603622.412800185,350828.03038714686,1344970.1102121198,0.7829146996927525,0.09830718561568479,1
64,165156.87637226592,0.0,16875.96120825176,74483.18961129959,43785.29433863791,0.0,0.0,26343.294530287596,130364.68785326328,0.6109067460319832,0.5268439551076329,1
28,22262.423043990777,0.0,133876.4740648877,4637.790976457186,160788.04677855165,0.0,0.0,4019.563835788456,63655.40441292039,0.42092263581243394,1.8615910913026468,0
44,1404021.114255579,0.0,37409.25401079083,13109.9679781857,294778.3607988821,0.0,0.0,127306.9540796018,238360.39482592454,0.2513970141609271,0.2373927603043403,0
31,430398.24342833785,0.0,148239.4533259901,34656.78351010134,126352.9733229738,19668112.77410506,0.0,103089.94726568808,270897.44739748124,0.6097996914993086,0.5042417890080144,1
37,1180147.7658935825,1077051.8236164474,4236.114083347159,697.7352161433622,110977.98072188835,0.0,0.0,76484.85973210608,1486646.6171356046,0.6909984879989405,0.051240027132241996,1
28,195791.7919996909,0.0,93678.8323992859,48987.82223639933,29766.35072348005,0.0,0.0,17703.763760141643,121721.6032436844,0.41194113028858553,0.509464300888396,1
55,759682.4136411137,2076133.7695269599,38304.93162987793,53536.91706837708,144826.87866523495,3227336.7497693566,0.0,642506.6451053671,1961663.3921493525,0.8895059188619411,0.08083889714869495,1
55,842443.2743976687,0.0,20692.569366613425,59610.19340482485,191017.41178414968,0.0,11202991.905325122,165188.27437432343,384388.0403302836,0.5955871897358248,0.29403527036832366,1
53,1055597.142799875,0.0,169698.5755574651,40565.55427930973,152601.37956114518,0.0,0.0,303603.6004879659,199981.2363298093,0.39781961095093243,0.2866548101177797,1
25,863808.3916329647,0.0,53145.38018496314,30108.61972175154,341909.3476612078,16592039.814295761,0.0,106137.94497623258,463360.51626910316,0.6013308785164624,0.4489280774296609,1
62,821478.7775073684,0.0,84776.70305872541,96740.46032513108,101969.84565665312,0.0,0.0,115919.12035943827,205069.09447439015,0.32002910651812205,0.2826399538054561,1
59,485480.09128198307,3634990.0037355972,3364.3492334004677,72907.29085622719,377679.36896221864,0.0,0.0,496407.341838075,252948.2876345072,0.17855648458123552,0.1081674616969939,0
61,88608.68411705625,0.0,156841.36213136473,47383.70609268085,643083.4613998842,0.0,0.0,66393.20610095155,14797.158986804008,0.2772565907518477,2.893469859195407,0
48,112540.27458573732,6218954.696828095,33810.91393700338,2355.2980324404903,268388.34709704976,0.0,0.0,428941.5519184804,1394168.0542880895,0.2863075260123037,0.04782831599660604,1
27,682523.4433913263,0.0,118223.13315691182,59196.90492614022,147639.2679186296,0.0,0.0,166430.27023181977,574691.0627065758,0.8618246281059215,0.37800033956188206,1
29,527682.4492433966,0.0,142909.57499578994,40840.48460572164,59422.94324170651,0.0,0.0,44334.36402456984,116702.27967555456,0.22635515715528412,0.341807069557402,0
28,871138.7197376688,0.0,12456.174896351791,59125.12203359763,808349.5053601713,0.0,0.0,177166.42151206345,106629.49923130445,0.30103913642081004,0.9333947018605231,0
32,436332.7326380564,0.0,35083.568844382695,18655.44720024156,418123.3510577909,0.0,0.0,53944.64067140401,56042.91451630179,0.22443107780090446,0.9628414727625335,0
54,1397356.7571273297,0.0,128532.77798312281,75025.91570778727,84884.43451411504,0.0,0.0,340406.9060422975,402304.7244476248,0.4639290389640991,0.18017375488745824,1
53,2393721.9087633532,0.0,26419.67541293687,27058.85076642818,48979.80454095794,0.0,0.0,269246.97277173394,851877.8143965742,0.4581252573491361,0.041867550932815314,1
43,426062.6942495778,0.0,188501.9834897585,112437.27882292158,15170.239853626124,0.0,0.0,17371.901639817694,241527.8327661112,0.3561192317981415,0.43481185229435265,0
44,257294.15307392893,2093967.4422742715,37392.796923528185,5491.32441913175,63421.185820919876,0.0,0.0,322843.1678102625,487915.0103243729,0.33864181024596873,0.04440216901598779,1
57,148203.00807426427,0.0,51471.686410883856,33135.678973865826,395450.8064293285,0.0,0.0,80639.04509402186,56357.01161648895,0.5884422855940444,2.0620048096515857,0
55,1149329.4111731015,2669371.317918234,10507.538656522178,11517.074451565522,297897.75131981366,0.0,0.0,871574.056885512,552266.6501564378,0.37072172817878396,0.08329735990632833,1
64,704073.6114342533,0.0,15978.750864918557,30208.289900462292,1027370.3660283228,0.0,0.0,57886.53520989963,92177.02700272728,0.20001497047419012,1.430910674490991,0
60,249929.1541930285,0.0,32216.534949211888,21829.54467077582,116569.54692662462,17671442.702450253,0.0,48039.07869687448,7864.34276365077,0.18390721129505447,0.5612794934868576,0
42,1270589.544911748,245860.0578020048,5014.535168328695,81337.8825004853,463376.35228811146,0.0,24352361.759860735,139478.3703677569,400026.1330213282,0.3366006281048265,0.342979619433031,1
47,192883.2350729106,750426.7511575461,21447.161119765493,9146.244200901217,38506.514035790795,0.0,0.0,35490.307048601746,249239.06788160038,0.2923586518351332,0.07095144036305562,1
55,969732.9392578403,0.0,52584.28646422279,45654.49742711506,248060.28433376236,0.0,0.0,57367.520721110755,191376.58850868625,0.2329124179279732,0.32425834547904264,0
21,898768.3715160175,0.0,47797.49106472531,26084.593724567585,188652.41526586024,0.0,0.0,28027.874248834843,60782.96225898395,0.09130797669822387,0.26991631827953066,0
55,1590138.879063494,0.0,22151.285640390375,36498.35467507807,546417.2617203355,24731785.11253772,0.0,205036.88921680767,621808.065345048,0.5014860567971692,0.36697643630322807,1
57,68023.65518471706,3668804.382272752,8387.160272015,62658.76323902338,362799.372309919,0.0,0.0,196793.34564905884,764044.2898841153,0.2523290930983699,0.11393370325127791,0
34,2625747.016495356,0.0,38294.24112548068,22088.396445435592,64818.87109392066,0.0,0.0,802497.0125146804,458650.6366216475,0.4695034648546224,0.04661035697400145,1
23,1456794.3389711399,87561.79373767249,136785.19039233212,22868.42230808516,1238391.4546979112,0.0,0.0,149003.52470643257,225105.90989992482,0.21954640580421483,0.8204438095034303,0
21,292208.3804722308,0.0,71355.31170500131,3995.614179134759,519724.72219846945,0.0,0.0,21013.987749027594,148779.86213853024,0.46194827610937605,1.6189877900081298,0
25,243134.93996501094,0.0,293377.15888070763,40142.32958790833,131379.62568733955,0.0,0.0,158490.97051363497,161486.01160210246,0.5548841931218667,0.8061991463754432,0
46,678042.9895012575,3238537.097681915,15069.072142700066,26970.19324524551,524662.161887272,0.0,0.0,1565300.199128798,786698.7368038587,0.5941461232585835,0.14315629608359534,1
34,2041635.7681842777,858152.7868829741,23233.307677852474,83642.65189114373,943343.7712500341,0.0,25470728.62264238,55212.71714563577,1725892.479880936,0.5923855474964774,0.349297161824829,1
59,2221429.2111737286,0.0,32892.017247497555,28925.270907588336,662952.386918427,0.0,0.0,249312.63423195938,536460.308060191,0.34414707232708536,0.3174293085995131,0
47,881903.7825069539,153228.51764504032,1308.7164386416002,176674.55144833846,243721.13552571074,0.0,0.0,322389.77859677305,582327.9546076868,0.7457797189819548,0.347620677619121,1
29,2366305.8848033776,237118.43018830707,287140.14496498986,9424.156243850171,258219.79079952007,0.0,14248818.863560922,336733.80037791067,1117954.9852369365,0.5016186187317232,0.191305544305783,1
35,6550.29620397654,3271025.6359986607,58944.293235345845,15534.665638863396,33815.85113944396,0.0,0.0,900036.1621047724,512212.21721618366,0.42130812409195,0.03230698220215641,1
35,42969.791204479974,717453.3928600249,65710.35806886978,24871.908350055928,53991.64539077338,0.0,0.0,220269.79647396912,274816.1067467394,0.5817651592881176,0.16988580019290228,1
46,2914071.80610904,0.0,17180.59518752162,9341.837794356577,1215534.499738742,0.0,0.0,317599.91295096115,670877.6016225596,0.33614878424380074,0.42238282787419623,0
62,1791757.4519506292,2840847.5726601845,206119.06283168352,179346.9461137806,440629.22597397026,0.0,0.0,999823.7077955226,941674.1280162687,0.38690114905263007,0.16462402878939658,1
33,718945.881278449,1838364.582261339,117971.03220920026,51216.12943267942,7751.3838019901505,0.0,0.0,200696.62933847032,700772.4533416828,0.3306325095322899,0.06489588654462657,1
52,1681008.199415343,0.0,56450.94706590126,563.1105083877449,237918.63064586074,0.0,0.0,132703.40179787812,664848.5921052714,0.45888453488508596,0.16969432775657564,1
59,3738485.978754538,0.0,210350.06274886575,43197.94881934191,127072.0118183124,0.0,0.0,386376.93837652897,364079.36522942805,0.18798840827426827,0.09534486153282637,1
52,1774562.8508837647,0.0,235870.83303186516,75991.08170440636,111977.63050585458,0.0,0.0,345326.49308427406,681377.3423223472,0.49208740244899596,0.20314144515760957,1
24,2217015.8712995783,2673279.3864454287,5074.664492029308,2633.1372457040884,243987.461578466,0.0,0.0,399228.9257242536,954498.1122474829,0.27638340465456823,0.051387312109083864,1
50,1715576.3729072532,651691.2596922847,12706.615420645016,43128.39609124268,115765.2869343998,0.0,0.0,168685.61457806337,894869.8562400974,0.43892281430172836,0.07081838982137921,1
57,221011.90466368254,0.0,2801.7139551379933,23445.165036161776,86927.08505907483,0.0,0.0,8948.040447631607,71750.27839255036,0.32637057934494346,0.4577127844141998,0
43,2151846.2059521247,0.0,87162.87127307194,43551.15173259203,833296.8146060813,0.0,0.0,193378.7167102922,554419.8009733879,0.3276137823584794,0.42233733990650063,1
59,260457.8290266389,0.0,24582.87509576445,14558.135387452736,12201.978255953572,0.0,0.0,79769.4098505584,37648.90790239767,0.39191715838383584,0.17137188331998993,1
35,2677560.6932900017,0.0,186386.62924605308,54833.19220797471,171901.2811620849,13980667.265247343,0.0,376094.9457366658,1069483.8449399804,0.49526789976378893,0.14153889235259953,1
63,736426.8851486032,0.0,62719.814313882736,55635.47580923519,214732.03399256195,0.0,0.0,40624.445772397354,340468.07112140104,0.44583530410815053,0.3896746376761534,1
49,1356037.1808962908,0.0,181836.8857984591,38772.71641691058,173919.72197698124,0.0,12846087.203302404,228456.72697138187,868515.2061442842,0.6957622018474476,0.2502330123559434,1
56,825172.8556547926,197975.41435283286,81104.19752510783,128689.38435853408,321227.2718091428,0.0,0.0,65442.31950947914,456825.39927620074,0.42359442530896674,0.430693809431822,1
33,118447.15356938347,0.0,159045.81588099292,120108.94155678891,7803.420360242145,0.0,21164789.251554172,32544.64079075151,150135.1772671937,0.4594529189819063,0.7217205152525974,1
52,412209.79375191574,451452.1740737199,46498.426049549686,2435.0797556974967,648842.8800242775,2692075.8191280947,0.0,109343.44943737978,169269.8757980818,0.30529739406833617,0.7646056126574009,0
27,4942255.579343021,0.0,290760.8592089129,17117.04179515676,208071.5235283592,0.0,0.0,1885578.3305511451,786452.4089715817,0.5089451993134615,0.09827356355609372,1
42,3884287.4293529727,6515847.777624502,110008.95466641338,22648.19087366097,242011.99934715914,0.0,0.0,1126033.6742628755,2154451.735266342,0.3114544546480745,0.03557167907387835,1
48,463654.515894058,0.0,90508.01667319336,2842.724515742016,186399.2971768499,0.0,12129211.922138974,84644.55587005342,175805.81451689938,0.46758966721651374,0.5022385921314754,1
22,6718270.937537697,162487.61221929578,43441.51721767678,37078.797788453594,176370.60304839097,0.0,6709781.441498771,1074919.0334445685,217305.16854277565,0.18563026154549175,0.03690282865294093,1
62,2241471.119995777,0.0,276754.51250577264,1244.4403712996198,61996.35083264947,0.0,0.0,453545.2703685498,377768.6085774523,0.3299557148707761,0.13494709559099605,1
26,1132886.1914558364,0.0,41208.85953922928,56670.867722531795,210593.11908035973,0.0,0.0,95641.55764818254,328488.9480934483,0.3446066832731866,0.2506346584806938,1
48,49142.17886225656,0.0,180703.21159805087,134.60396475953664,164115.8084200246,0.0,0.0,43170.62450334036,43989.54697228489,0.3789885842241804,1.4999223081245905,0
48,2780590.8897645283,0.0,51803.188649957985,1622.8845647117812,189400.90304963567,0.0,0.0,298689.016260882,1016802.871690444,0.46417909312347644,0.08568293477188797,1
64,978186.0077190647,3437345.0703570084,145750.6843413921,89714.0842405517,4178.225552790743,0.0,0.0,383410.5199459751,834558.9544240957,0.2618727800783707,0.0515250820492236,1
64,2434280.500959887,0.0,242903.21030010763,14558.36171598479,42086.87581840121,0.0,10066935.757204318,474256.16375088383,513294.0218229253,0.36688129542838493,0.11128419010039994,1
